Well,GFP,Strain,Plant,Leaf,vir
F11,1056.0,Leaf,1,Bottom,virB
F12,868.0,Leaf,1,Bottom,virB
G1,998.0,Leaf,2,Top,virB
G2,951.0,Leaf,2,Top,virB
G3,937.0,Leaf,2,Top,virB
G4,948.0,Leaf,2,Top,virB
A1,590484.0,WT,1,Top,virC
A2,507461.0,WT,1,Top,virC
A3,632063.0,WT,1,Top,virC
A4,412717.0,WT,1,Top,virC
A5,237246.0,WT,1,Bottom,virC
A6,251805.0,WT,1,Bottom,virC
A7,281050.0,WT,1,Bottom,virC
A8,374315.0,WT,1,Bottom,virC
A9,479970.0,WT,2,Top,virC
A10,392237.0,WT,2,Top,virC
A11,402552.0,WT,2,Top,virC
A12,364444.0,WT,2,Top,virC
B1,293063.0,WT,2,Bottom,virC
B2,315931.0,WT,2,Bottom,virC
B3,293703.0,WT,2,Bottom,virC
B4,311598.0,WT,2,Bottom,virC
B5,477752.0,WT,3,Top,virC
B6,490899.0,WT,3,Top,virC
B7,364688.0,WT,3,Top,virC
B8,333995.0,WT,3,Top,virC
B9,291140.0,WT,3,Bottom,virC
B10,257067.0,WT,3,Bottom,virC
B11,298535.0,WT,3,Bottom,virC
B12,349102.0,WT,3,Bottom,virC
C1,345898.0,WT,4,Top,virC
C2,448795.0,WT,4,Top,virC
C3,328313.0,WT,4,Top,virC
C4,394519.0,WT,4,Top,virC
C5,460857.0,WT,4,Bottom,virC
C6,251792.0,WT,4,Bottom,virC
C7,230549.0,WT,4,Bottom,virC
C8,329776.0,WT,4,Bottom,virC
C9,327251.0,WT,5,Top,virC
C10,268113.0,WT,5,Top,virC
C11,342735.0,WT,5,Top,virC
C12,422058.0,WT,5,Top,virC
D1,236018.0,WT,5,Bottom,virC
D2,252507.0,WT,5,Bottom,virC
D3,355975.0,WT,5,Bottom,virC
D4,337160.0,WT,5,Bottom,virC
D5,534721.0,WT,6,Top,virC
D6,415221.0,WT,6,Top,virC
D7,455762.0,WT,6,Top,virC
D8,424448.0,WT,6,Top,virC
D9,467106.0,WT,6,Bottom,virC
D10,345549.0,WT,6,Bottom,virC
D11,409120.0,WT,6,Bottom,virC
D12,414870.0,WT,6,Bottom,virC
E1,544694.0,WT,7,Top,virC
E2,354355.0,WT,7,Top,virC
E3,450530.0,WT,7,Top,virC
E4,517285.0,WT,7,Top,virC
E5,411521.0,WT,7,Bottom,virC
E6,293201.0,WT,7,Bottom,virC
E7,323270.0,WT,7,Bottom,virC
E8,283777.0,WT,7,Bottom,virC
E9,218558.0,WT,8,Top,virC
E10,234541.0,WT,8,Top,virC
E11,317368.0,WT,8,Top,virC
E12,326938.0,WT,8,Top,virC
F1,350991.0,WT,8,Bottom,virC
F2,348557.0,WT,8,Bottom,virC
F3,434295.0,WT,8,Bottom,virC
F4,440599.0,WT,8,Bottom,virC
F5,322921.0,A4,1,Top,virC
F6,235240.0,A4,1,Top,virC
F7,290427.0,A4,1,Top,virC
F8,240652.0,A4,1,Top,virC
F9,350936.0,A4,1,Bottom,virC
F10,351567.0,A4,1,Bottom,virC
F11,359233.0,A4,1,Bottom,virC
F12,406948.0,A4,1,Bottom,virC
G1,243967.0,A4,2,Top,virC
G2,216016.0,A4,2,Top,virC
G3,223219.0,A4,2,Top,virC
G4,216868.0,A4,2,Top,virC
G5,408917.0,A4,2,Bottom,virC
G6,436130.0,A4,2,Bottom,virC
G7,340589.0,A4,2,Bottom,virC
G8,345691.0,A4,2,Bottom,virC
G9,460864.0,A4,3,Top,virC
G10,321429.0,A4,3,Top,virC
G11,168189.0,A4,3,Top,virC
G12,247876.0,A4,3,Top,virC
H1,376787.0,A4,3,Bottom,virC
H2,318621.0,A4,3,Bottom,virC
H3,395921.0,A4,3,Bottom,virC
H4,401119.0,A4,3,Bottom,virC
H5,316998.0,A4,4,Top,virC
H6,381463.0,A4,4,Top,virC
H7,343130.0,A4,4,Top,virC
H8,533193.0,A4,4,Top,virC
H9,329594.0,A4,4,Bottom,virC
H10,348602.0,A4,4,Bottom,virC
H11,346461.0,A4,4,Bottom,virC
H12,262360.0,A4,4,Bottom,virC
A1,382855.0,A4,5,Top,virC
A2,495419.0,A4,5,Top,virC
A3,637595.0,A4,5,Top,virC
A4,536711.0,A4,5,Top,virC
A5,260428.0,A4,5,Bottom,virC
A6,219476.0,A4,5,Bottom,virC
A7,423966.0,A4,5,Bottom,virC
A8,297397.0,A4,5,Bottom,virC
A9,336793.0,A4,6,Top,virC
A10,364875.0,A4,6,Top,virC
A11,331712.0,A4,6,Top,virC
A12,359549.0,A4,6,Top,virC
B1,393600.0,A4,6,Bottom,virC
B2,342366.0,A4,6,Bottom,virC
B3,334947.0,A4,6,Bottom,virC
B4,443534.0,A4,6,Bottom,virC
B5,180658.0,A4,7,Top,virC
B6,188719.0,A4,7,Top,virC
B7,165376.0,A4,7,Top,virC
B8,171898.0,A4,7,Top,virC
B9,262979.0,A4,7,Bottom,virC
B10,217276.0,A4,7,Bottom,virC
B11,266611.0,A4,7,Bottom,virC
B12,310944.0,A4,7,Bottom,virC
C1,420271.0,A4,8,Top,virC
C2,339238.0,A4,8,Top,virC
C3,359370.0,A4,8,Top,virC
C4,353761.0,A4,8,Top,virC
C5,237135.0,A4,8,Bottom,virC
C6,247787.0,A4,8,Bottom,virC
C7,217447.0,A4,8,Bottom,virC
C8,187463.0,A4,8,Bottom,virC
C9,19371.0,Ach5,1,Top,virC
C10,16691.0,Ach5,1,Top,virC
C11,20569.0,Ach5,1,Top,virC
C12,14347.0,Ach5,1,Top,virC
D1,8906.0,Ach5,1,Bottom,virC
D2,12067.0,Ach5,1,Bottom,virC
D3,7879.0,Ach5,1,Bottom,virC
D4,15262.0,Ach5,1,Bottom,virC
D5,12713.0,Ach5,2,Top,virC
D6,15419.0,Ach5,2,Top,virC
D7,11387.0,Ach5,2,Top,virC
D8,13753.0,Ach5,2,Top,virC
D9,11891.0,Ach5,2,Bottom,virC
D10,12596.0,Ach5,2,Bottom,virC
D11,15234.0,Ach5,2,Bottom,virC
D12,10142.0,Ach5,2,Bottom,virC
E1,19234.0,Ach5,3,Top,virC
E2,14036.0,Ach5,3,Top,virC
E3,13353.0,Ach5,3,Top,virC
E4,15592.0,Ach5,3,Top,virC
E5,9985.0,Ach5,3,Bottom,virC
E6,6804.0,Ach5,3,Bottom,virC
E7,7676.0,Ach5,3,Bottom,virC
E8,8492.0,Ach5,3,Bottom,virC
E9,26215.0,Ach5,4,Top,virC
E10,18263.0,Ach5,4,Top,virC
E11,22955.0,Ach5,4,Top,virC
E12,13278.0,Ach5,4,Top,virC
F1,13348.0,Ach5,4,Bottom,virC
F2,10940.0,Ach5,4,Bottom,virC
F3,15457.0,Ach5,4,Bottom,virC
F4,12735.0,Ach5,4,Bottom,virC
F5,16320.0,Ach5,5,Top,virC
F6,14259.0,Ach5,5,Top,virC
F7,16309.0,Ach5,5,Top,virC
F8,14358.0,Ach5,5,Top,virC
F9,16896.0,Ach5,5,Bottom,virC
F10,15507.0,Ach5,5,Bottom,virC
F11,16559.0,Ach5,5,Bottom,virC
F12,13519.0,Ach5,5,Bottom,virC
G1,29375.0,Ach5,6,Top,virC
G2,19317.0,Ach5,6,Top,virC
G3,15090.0,Ach5,6,Top,virC
G4,15025.0,Ach5,6,Top,virC
G5,11311.0,Ach5,6,Bottom,virC
G6,14034.0,Ach5,6,Bottom,virC
G7,10697.0,Ach5,6,Bottom,virC
G8,12560.0,Ach5,6,Bottom,virC
G9,12345.0,Ach5,7,Top,virC
G10,22998.0,Ach5,7,Top,virC
G11,18044.0,Ach5,7,Top,virC
G12,19762.0,Ach5,7,Top,virC
H1,11957.0,Ach5,7,Bottom,virC
H2,8709.0,Ach5,7,Bottom,virC
H3,16421.0,Ach5,7,Bottom,virC
H4,14846.0,Ach5,7,Bottom,virC
H5,12499.0,Ach5,8,Top,virC
H6,13639.0,Ach5,8,Top,virC
H7,15095.0,Ach5,8,Top,virC
H8,16199.0,Ach5,8,Top,virC
H9,13541.0,Ach5,8,Bottom,virC
H10,16517.0,Ach5,8,Bottom,virC
H11,15754.0,Ach5,8,Bottom,virC
H12,11133.0,Ach5,8,Bottom,virC
A1,446651.0,B21,1,Top,virC
A2,485357.0,B21,1,Top,virC
A3,356966.0,B21,1,Top,virC
A4,324320.0,B21,1,Top,virC
A5,317995.0,B21,1,Bottom,virC
A6,404115.0,B21,1,Bottom,virC
A7,259511.0,B21,1,Bottom,virC
A8,269573.0,B21,1,Bottom,virC
A9,420596.0,B21,2,Top,virC
A10,493227.0,B21,2,Top,virC
A11,469726.0,B21,2,Top,virC
A12,380857.0,B21,2,Top,virC
B1,525132.0,B21,2,Bottom,virC
B2,751388.0,B21,2,Bottom,virC
B3,306533.0,B21,2,Bottom,virC
B4,787998.0,B21,2,Bottom,virC
B5,404743.0,B21,3,Top,virC
B6,346867.0,B21,3,Top,virC
B7,390998.0,B21,3,Top,virC
B8,287618.0,B21,3,Top,virC
B9,342236.0,B21,3,Bottom,virC
B10,414692.0,B21,3,Bottom,virC
B11,402924.0,B21,3,Bottom,virC
B12,313925.0,B21,3,Bottom,virC
C1,356491.0,B21,4,Top,virC
C2,646142.0,B21,4,Top,virC
C3,444245.0,B21,4,Top,virC
C4,655238.0,B21,4,Top,virC
C5,393467.0,B21,4,Bottom,virC
C6,423005.0,B21,4,Bottom,virC
C7,368475.0,B21,4,Bottom,virC
C8,256422.0,B21,4,Bottom,virC
C9,324786.0,B21,5,Top,virC
C10,217735.0,B21,5,Top,virC
C11,251003.0,B21,5,Top,virC
C12,323751.0,B21,5,Top,virC
D1,421194.0,B21,5,Bottom,virC
D2,190836.0,B21,5,Bottom,virC
D3,312595.0,B21,5,Bottom,virC
D4,369569.0,B21,5,Bottom,virC
D5,493142.0,B21,6,Top,virC
D6,334503.0,B21,6,Top,virC
D7,545876.0,B21,6,Top,virC
D8,449855.0,B21,6,Top,virC
D9,246473.0,B21,6,Bottom,virC
D10,234053.0,B21,6,Bottom,virC
D11,241413.0,B21,6,Bottom,virC
D12,227318.0,B21,6,Bottom,virC
E1,484078.0,B21,7,Top,virC
E2,471723.0,B21,7,Top,virC
E3,490914.0,B21,7,Top,virC
E4,359814.0,B21,7,Top,virC
E5,396204.0,B21,7,Bottom,virC
E6,349317.0,B21,7,Bottom,virC
E7,276723.0,B21,7,Bottom,virC
E8,312965.0,B21,7,Bottom,virC
E9,444522.0,B21,8,Top,virC
E10,461122.0,B21,8,Top,virC
E11,544455.0,B21,8,Top,virC
E12,447745.0,B21,8,Top,virC
F1,417893.0,B21,8,Bottom,virC
F2,458556.0,B21,8,Bottom,virC
F3,390315.0,B21,8,Bottom,virC
F4,518648.0,B21,8,Bottom,virC
F5,450840.0,C58,1,Top,virC
F6,457844.0,C58,1,Top,virC
F7,542994.0,C58,1,Top,virC
F8,433585.0,C58,1,Top,virC
F9,362091.0,C58,1,Bottom,virC
F10,456693.0,C58,1,Bottom,virC
F11,441459.0,C58,1,Bottom,virC
F12,338341.0,C58,1,Bottom,virC
G1,284663.0,C58,2,Top,virC
G2,263595.0,C58,2,Top,virC
G3,466226.0,C58,2,Top,virC
G4,581592.0,C58,2,Top,virC
G5,305192.0,C58,2,Bottom,virC
G6,412379.0,C58,2,Bottom,virC
G7,334711.0,C58,2,Bottom,virC
G8,358921.0,C58,2,Bottom,virC
G9,362592.0,C58,3,Top,virC
G10,384542.0,C58,3,Top,virC
G11,514215.0,C58,3,Top,virC
G12,431249.0,C58,3,Top,virC
H1,299797.0,C58,3,Bottom,virC
H2,427004.0,C58,3,Bottom,virC
H3,465363.0,C58,3,Bottom,virC
H4,372395.0,C58,3,Bottom,virC
H5,376438.0,C58,4,Top,virC
H6,458519.0,C58,4,Top,virC
H7,464403.0,C58,4,Top,virC
H8,448509.0,C58,4,Top,virC
H9,472211.0,C58,4,Bottom,virC
H10,260303.0,C58,4,Bottom,virC
H11,424125.0,C58,4,Bottom,virC
H12,374208.0,C58,4,Bottom,virC
A1,339999.0,C58,5,Top,virC
A2,558411.0,C58,5,Top,virC
A3,401785.0,C58,5,Top,virC
A4,304614.0,C58,5,Top,virC
A5,291078.0,C58,5,Bottom,virC
A6,209088.0,C58,5,Bottom,virC
A7,264115.0,C58,5,Bottom,virC
A8,261477.0,C58,5,Bottom,virC
A9,524404.0,C58,6,Top,virC
A10,529554.0,C58,6,Top,virC
A11,434525.0,C58,6,Top,virC
A12,419670.0,C58,6,Top,virC
B1,524121.0,C58,6,Bottom,virC
B2,344102.0,C58,6,Bottom,virC
B3,464767.0,C58,6,Bottom,virC
B4,405897.0,C58,6,Bottom,virC
B5,311959.0,C58,7,Top,virC
B6,262722.0,C58,7,Top,virC
B7,376399.0,C58,7,Top,virC
B8,403939.0,C58,7,Top,virC
B9,322055.0,C58,7,Bottom,virC
B10,279607.0,C58,7,Bottom,virC
B11,449250.0,C58,7,Bottom,virC
B12,252207.0,C58,7,Bottom,virC
C1,397289.0,C58,8,Top,virC
C2,375895.0,C58,8,Top,virC
C3,431000.0,C58,8,Top,virC
C4,565574.0,C58,8,Top,virC
C5,396573.0,C58,8,Bottom,virC
C6,378321.0,C58,8,Bottom,virC
C7,399429.0,C58,8,Bottom,virC
C8,310791.0,C58,8,Bottom,virC
C9,326179.0,NCIB,1,Top,virC
C10,528659.0,NCIB,1,Top,virC
C11,414263.0,NCIB,1,Top,virC
C12,323055.0,NCIB,1,Top,virC
D1,266775.0,NCIB,1,Bottom,virC
D2,389474.0,NCIB,1,Bottom,virC
D3,232005.0,NCIB,1,Bottom,virC
D4,310969.0,NCIB,1,Bottom,virC
D5,472886.0,NCIB,2,Top,virC
D6,467257.0,NCIB,2,Top,virC
D7,558701.0,NCIB,2,Top,virC
D8,611582.0,NCIB,2,Top,virC
D9,171547.0,NCIB,2,Bottom,virC
D10,220312.0,NCIB,2,Bottom,virC
D11,261621.0,NCIB,2,Bottom,virC
D12,248135.0,NCIB,2,Bottom,virC
E1,508198.0,NCIB,3,Top,virC
E2,386651.0,NCIB,3,Top,virC
E3,456447.0,NCIB,3,Top,virC
E4,376108.0,NCIB,3,Top,virC
E5,399630.0,NCIB,3,Bottom,virC
E6,389487.0,NCIB,3,Bottom,virC
E7,361299.0,NCIB,3,Bottom,virC
E8,431005.0,NCIB,3,Bottom,virC
E9,367260.0,NCIB,4,Top,virC
E10,357177.0,NCIB,4,Top,virC
E11,396588.0,NCIB,4,Top,virC
E12,538392.0,NCIB,4,Top,virC
F1,524609.0,NCIB,4,Bottom,virC
F2,378096.0,NCIB,4,Bottom,virC
F3,342663.0,NCIB,4,Bottom,virC
F4,63900.0,NCIB,4,Bottom,virC
F5,351727.0,NCIB,5,Top,virC
F6,282456.0,NCIB,5,Top,virC
F7,176121.0,NCIB,5,Top,virC
F8,318602.0,NCIB,5,Top,virC
F9,407483.0,NCIB,5,Bottom,virC
F10,415591.0,NCIB,5,Bottom,virC
F11,379822.0,NCIB,5,Bottom,virC
F12,458512.0,NCIB,5,Bottom,virC
G1,371604.0,NCIB,6,Top,virC
G2,438779.0,NCIB,6,Top,virC
G3,429144.0,NCIB,6,Top,virC
G4,559309.0,NCIB,6,Top,virC
G5,327600.0,NCIB,6,Bottom,virC
G6,393563.0,NCIB,6,Bottom,virC
G7,352650.0,NCIB,6,Bottom,virC
G8,408542.0,NCIB,6,Bottom,virC
G9,286277.0,NCIB,7,Top,virC
G10,322123.0,NCIB,7,Top,virC
G11,317308.0,NCIB,7,Top,virC
G12,449835.0,NCIB,7,Top,virC
H1,287086.0,NCIB,7,Bottom,virC
H2,433769.0,NCIB,7,Bottom,virC
H3,282543.0,NCIB,7,Bottom,virC
H4,383818.0,NCIB,7,Bottom,virC
H5,291552.0,NCIB,8,Top,virC
H6,311848.0,NCIB,8,Top,virC
H7,473893.0,NCIB,8,Top,virC
H8,443310.0,NCIB,8,Top,virC
H9,197909.0,NCIB,8,Bottom,virC
H10,316495.0,NCIB,8,Bottom,virC
H11,428179.0,NCIB,8,Bottom,virC
H12,258828.0,NCIB,8,Bottom,virC
A1,350846.0,Q15,1,Top,virC
A2,361333.0,Q15,1,Top,virC
A3,402998.0,Q15,1,Top,virC
A4,353893.0,Q15,1,Top,virC
A5,476218.0,Q15,1,Bottom,virC
A6,444146.0,Q15,1,Bottom,virC
A7,396116.0,Q15,1,Bottom,virC
A8,439883.0,Q15,1,Bottom,virC
A9,336882.0,Q15,2,Top,virC
A10,237214.0,Q15,2,Top,virC
A11,247121.0,Q15,2,Top,virC
A12,381439.0,Q15,2,Top,virC
B1,395341.0,Q15,2,Bottom,virC
B2,394342.0,Q15,2,Bottom,virC
B3,518412.0,Q15,2,Bottom,virC
B4,302437.0,Q15,2,Bottom,virC
B5,467294.0,Q15,3,Top,virC
B6,613843.0,Q15,3,Top,virC
B7,478515.0,Q15,3,Top,virC
B8,588894.0,Q15,3,Top,virC
B9,535945.0,Q15,3,Bottom,virC
B10,535325.0,Q15,3,Bottom,virC
B11,542660.0,Q15,3,Bottom,virC
B12,552450.0,Q15,3,Bottom,virC
C1,283207.0,Q15,4,Top,virC
C2,399508.0,Q15,4,Top,virC
C3,546707.0,Q15,4,Top,virC
C4,305417.0,Q15,4,Top,virC
C5,417141.0,Q15,4,Bottom,virC
C6,391414.0,Q15,4,Bottom,virC
C7,394678.0,Q15,4,Bottom,virC
C8,328350.0,Q15,4,Bottom,virC
C9,370805.0,Q15,5,Top,virC
C10,393776.0,Q15,5,Top,virC
C11,479706.0,Q15,5,Top,virC
C12,653561.0,Q15,5,Top,virC
D1,596032.0,Q15,5,Bottom,virC
D2,387128.0,Q15,5,Bottom,virC
D3,337567.0,Q15,5,Bottom,virC
D4,396304.0,Q15,5,Bottom,virC
D5,581875.0,Q15,6,Top,virC
D6,478297.0,Q15,6,Top,virC
D7,505024.0,Q15,6,Top,virC
D8,444084.0,Q15,6,Top,virC
D9,380811.0,Q15,6,Bottom,virC
D10,348244.0,Q15,6,Bottom,virC
D11,436024.0,Q15,6,Bottom,virC
D12,441944.0,Q15,6,Bottom,virC
E1,219804.0,Q15,7,Top,virC
E2,352641.0,Q15,7,Top,virC
E3,508778.0,Q15,7,Top,virC
E4,473036.0,Q15,7,Top,virC
E5,466524.0,Q15,7,Bottom,virC
E6,424161.0,Q15,7,Bottom,virC
E7,322463.0,Q15,7,Bottom,virC
E8,463709.0,Q15,7,Bottom,virC
E9,525130.0,Q15,8,Top,virC
E10,624096.0,Q15,8,Top,virC
E11,515321.0,Q15,8,Top,virC
E12,563198.0,Q15,8,Top,virC
F1,370029.0,Q15,8,Bottom,virC
F2,487141.0,Q15,8,Bottom,virC
F3,421573.0,Q15,8,Bottom,virC
F4,287275.0,Q15,8,Bottom,virC
F5,8071.0,pRi,1,Top,virC
F6,12092.0,pRi,1,Top,virC
F7,10649.0,pRi,1,Top,virC
F8,13605.0,pRi,1,Top,virC
F9,15311.0,pRi,1,Bottom,virC
F10,10706.0,pRi,1,Bottom,virC
F11,10933.0,pRi,1,Bottom,virC
F12,12413.0,pRi,1,Bottom,virC
G1,9989.0,pRi,2,Top,virC
G2,26758.0,pRi,2,Top,virC
G3,18613.0,pRi,2,Top,virC
G4,5780.0,pRi,2,Top,virC
G5,9881.0,pRi,2,Bottom,virC
G6,6556.0,pRi,2,Bottom,virC
G7,10763.0,pRi,2,Bottom,virC
G8,12480.0,pRi,2,Bottom,virC
G9,13945.0,pRi,3,Top,virC
G10,15524.0,pRi,3,Top,virC
G11,21475.0,pRi,3,Top,virC
G12,16863.0,pRi,3,Top,virC
H1,18659.0,pRi,3,Bottom,virC
H2,12026.0,pRi,3,Bottom,virC
H3,19283.0,pRi,3,Bottom,virC
H4,9195.0,pRi,3,Bottom,virC
H5,9075.0,pRi,4,Top,virC
H6,17030.0,pRi,4,Top,virC
H7,10354.0,pRi,4,Top,virC
H8,7816.0,pRi,4,Top,virC
H9,8053.0,pRi,4,Bottom,virC
H10,8131.0,pRi,4,Bottom,virC
H11,11827.0,pRi,4,Bottom,virC
H12,10996.0,pRi,4,Bottom,virC
A1,13427.0,pRi,5,Top,virC
A2,22434.0,pRi,5,Top,virC
A3,12076.0,pRi,5,Top,virC
A4,15110.0,pRi,5,Top,virC
A5,13492.0,pRi,5,Bottom,virC
A6,15353.0,pRi,5,Bottom,virC
A7,10059.0,pRi,5,Bottom,virC
A8,20979.0,pRi,5,Bottom,virC
A9,14589.0,pRi,6,Top,virC
A10,20759.0,pRi,6,Top,virC
A11,16379.0,pRi,6,Top,virC
A12,24289.0,pRi,6,Top,virC
B1,13042.0,pRi,6,Bottom,virC
B2,6099.0,pRi,6,Bottom,virC
B3,13369.0,pRi,6,Bottom,virC
B4,6632.0,pRi,6,Bottom,virC
B5,28559.0,pRi,7,Top,virC
B6,25782.0,pRi,7,Top,virC
B7,17692.0,pRi,7,Top,virC
B8,18732.0,pRi,7,Top,virC
B9,13496.0,pRi,7,Bottom,virC
B10,21006.0,pRi,7,Bottom,virC
B11,14492.0,pRi,7,Bottom,virC
B12,13773.0,pRi,7,Bottom,virC
C1,15013.0,pRi,8,Top,virC
C2,14539.0,pRi,8,Top,virC
C3,17227.0,pRi,8,Top,virC
C4,15866.0,pRi,8,Top,virC
C5,13040.0,pRi,8,Bottom,virC
C6,11061.0,pRi,8,Bottom,virC
C7,10487.0,pRi,8,Bottom,virC
C8,13900.0,pRi,8,Bottom,virC
C9,932879.0,S4,1,Top,virC
C10,597295.0,S4,1,Top,virC
C11,794149.0,S4,1,Top,virC
C12,710403.0,S4,1,Top,virC
D1,1001565.0,S4,1,Bottom,virC
D2,766078.0,S4,1,Bottom,virC
D3,890924.0,S4,1,Bottom,virC
D4,952899.0,S4,1,Bottom,virC
D5,865433.0,S4,2,Top,virC
D6,794084.0,S4,2,Top,virC
D7,783282.0,S4,2,Top,virC
D8,540417.0,S4,2,Top,virC
D9,833376.0,S4,2,Bottom,virC
D10,1025996.0,S4,2,Bottom,virC
D11,610114.0,S4,2,Bottom,virC
D12,652478.0,S4,2,Bottom,virC
E1,809453.0,S4,3,Top,virC
E2,686700.0,S4,3,Top,virC
E3,631731.0,S4,3,Top,virC
E4,580131.0,S4,3,Top,virC
E5,613575.0,S4,3,Bottom,virC
E6,769311.0,S4,3,Bottom,virC
E7,693270.0,S4,3,Bottom,virC
E8,617371.0,S4,3,Bottom,virC
E9,802053.0,S4,4,Top,virC
E10,624211.0,S4,4,Top,virC
E11,897959.0,S4,4,Top,virC
E12,901183.0,S4,4,Top,virC
F1,798239.0,S4,4,Bottom,virC
F2,587329.0,S4,4,Bottom,virC
F3,847944.0,S4,4,Bottom,virC
F4,758083.0,S4,4,Bottom,virC
F5,825252.0,S4,5,Top,virC
F6,979883.0,S4,5,Top,virC
F7,646611.0,S4,5,Top,virC
F8,799760.0,S4,5,Top,virC
F9,675867.0,S4,5,Bottom,virC
F10,627950.0,S4,5,Bottom,virC
F11,653921.0,S4,5,Bottom,virC
F12,578338.0,S4,5,Bottom,virC
G1,825732.0,S4,6,Top,virC
G2,814965.0,S4,6,Top,virC
G3,873407.0,S4,6,Top,virC
G4,821215.0,S4,6,Top,virC
G5,880088.0,S4,6,Bottom,virC
G6,773802.0,S4,6,Bottom,virC
G7,834760.0,S4,6,Bottom,virC
G8,700097.0,S4,6,Bottom,virC
G9,759720.0,S4,7,Top,virC
G10,877366.0,S4,7,Top,virC
G11,604107.0,S4,7,Top,virC
G12,721818.0,S4,7,Top,virC
H1,538543.0,S4,7,Bottom,virC
H2,546156.0,S4,7,Bottom,virC
H3,441379.0,S4,7,Bottom,virC
H4,671055.0,S4,7,Bottom,virC
H5,882635.0,S4,8,Top,virC
H6,823074.0,S4,8,Top,virC
H7,898886.0,S4,8,Top,virC
H8,913112.0,S4,8,Top,virC
H9,591996.0,S4,8,Bottom,virC
H10,753680.0,S4,8,Bottom,virC
H11,987427.0,S4,8,Bottom,virC
H12,635999.0,S4,8,Bottom,virC
A1,142350.0,T60,1,Top,virC
A2,252976.0,T60,1,Top,virC
A3,165199.0,T60,1,Top,virC
A4,147295.0,T60,1,Top,virC
A5,147493.0,T60,1,Bottom,virC
A6,87872.0,T60,1,Bottom,virC
A7,196794.0,T60,1,Bottom,virC
A8,132592.0,T60,1,Bottom,virC
A9,194165.0,T60,2,Top,virC
A10,220812.0,T60,2,Top,virC
A11,281009.0,T60,2,Top,virC
A12,263408.0,T60,2,Top,virC
B1,194695.0,T60,2,Bottom,virC
B2,157963.0,T60,2,Bottom,virC
B3,156736.0,T60,2,Bottom,virC
B4,159568.0,T60,2,Bottom,virC
B5,188630.0,T60,3,Top,virC
B6,260321.0,T60,3,Top,virC
B7,256520.0,T60,3,Top,virC
B8,321742.0,T60,3,Top,virC
B9,132963.0,T60,3,Bottom,virC
B10,149187.0,T60,3,Bottom,virC
B11,209138.0,T60,3,Bottom,virC
B12,217951.0,T60,3,Bottom,virC
C1,98507.0,T60,4,Top,virC
C2,187323.0,T60,4,Top,virC
C3,141424.0,T60,4,Top,virC
C4,149722.0,T60,4,Top,virC
C5,159222.0,T60,4,Bottom,virC
C6,47957.0,T60,4,Bottom,virC
C7,157504.0,T60,4,Bottom,virC
C8,121375.0,T60,4,Bottom,virC
C9,125243.0,T60,5,Top,virC
C10,190160.0,T60,5,Top,virC
C11,234975.0,T60,5,Top,virC
C12,171373.0,T60,5,Top,virC
D1,110301.0,T60,5,Bottom,virC
D2,60324.0,T60,5,Bottom,virC
D3,79535.0,T60,5,Bottom,virC
D4,65084.0,T60,5,Bottom,virC
D5,264080.0,T60,6,Top,virC
D6,257616.0,T60,6,Top,virC
D7,264388.0,T60,6,Top,virC
D8,249321.0,T60,6,Top,virC
D9,254488.0,T60,6,Bottom,virC
D10,201090.0,T60,6,Bottom,virC
D11,248020.0,T60,6,Bottom,virC
D12,184692.0,T60,6,Bottom,virC
E1,223104.0,T60,7,Top,virC
E2,159833.0,T60,7,Top,virC
E3,223152.0,T60,7,Top,virC
E4,229568.0,T60,7,Top,virC
E5,206563.0,T60,7,Bottom,virC
E6,211282.0,T60,7,Bottom,virC
E7,141867.0,T60,7,Bottom,virC
E8,166031.0,T60,7,Bottom,virC
E9,116011.0,T60,8,Top,virC
E10,143411.0,T60,8,Top,virC
E11,133050.0,T60,8,Top,virC
E12,154781.0,T60,8,Top,virC
F1,161591.0,T60,8,Bottom,virC
F2,160376.0,T60,8,Bottom,virC
F3,197764.0,T60,8,Bottom,virC
F4,146017.0,T60,8,Bottom,virC
F5,8168.0,TiAB,1,Top,virC
F6,5868.0,TiAB,1,Top,virC
F7,6029.0,TiAB,1,Top,virC
F8,5290.0,TiAB,1,Top,virC
F9,8938.0,TiAB,1,Bottom,virC
F10,8998.0,TiAB,1,Bottom,virC
F11,9696.0,TiAB,1,Bottom,virC
F12,8603.0,TiAB,1,Bottom,virC
G1,8973.0,TiAB,2,Top,virC
G2,4934.0,TiAB,2,Top,virC
G3,7305.0,TiAB,2,Top,virC
G4,5408.0,TiAB,2,Top,virC
G5,6971.0,TiAB,2,Bottom,virC
G6,5838.0,TiAB,2,Bottom,virC
G7,6107.0,TiAB,2,Bottom,virC
G8,5612.0,TiAB,2,Bottom,virC
G9,5055.0,TiAB,3,Top,virC
G10,9476.0,TiAB,3,Top,virC
G11,8594.0,TiAB,3,Top,virC
G12,6161.0,TiAB,3,Top,virC
H1,4249.0,TiAB,3,Bottom,virC
H2,4805.0,TiAB,3,Bottom,virC
H3,4164.0,TiAB,3,Bottom,virC
H4,5427.0,TiAB,3,Bottom,virC
H5,5137.0,TiAB,4,Top,virC
H6,3809.0,TiAB,4,Top,virC
H7,6394.0,TiAB,4,Top,virC
H8,4874.0,TiAB,4,Top,virC
H9,4545.0,TiAB,4,Bottom,virC
H10,3980.0,TiAB,4,Bottom,virC
